Gene_Name	Num_Chr	txStart	txEnd
TSTA3	8	144694788	144699732
TSTD1	1	161007424	161008774
TSTD2	9	100362364	100395962
TTBK1	6	43211222	43255997
TTBK2	15	43036542	43213007
TTC1	5	159436180	159492549
TTC12	11	113185251	113244016
TTC13	1	231041990	231114607
TTC14	3	180319918	180335616
TTC15	2	3383446	3488857
TTC16	9	130478358	130493879
TTC17	11	43380491	43515493
TTC18	10	75013517	75118617
TTC19	17	15902782	15932096
TTC21A	3	39149152	39180394
TTC21B	2	166713988	166810348
TTC22	1	55246752	55266941
TTC23	15	99676529	99791428
TTC23L	5	34839269	34899562
TTC24	1	156552022	156556902
TTC25	17	40086888	40117666
TTC26	7	138818490	138874550
TTC27	2	32853099	33046116
TTC28	22	28374004	29075853
TTC29	4	147628180	147867034
TTC3	21	38445571	38575406
TTC30A	2	178479027	178483694
TTC30B	2	178414886	178417524
TTC31	2	74710200	74721691
TTC32	2	20096518	20101744
TTC33	5	40711680	40756072
TTC35	8	109455853	109499136
TTC36	11	118398210	118401740
TTC37	5	94800123	94890682
TTC38	22	46663861	46689903
TTC39A	1	51752931	51810785
TTC39B	9	15171561	15307244
TTC39C	18	21572737	21715573
TTC4	1	55181529	55207980
TTC5	14	20757303	20774153
TTC7A	2	47143296	47303274
TTC7B	14	91006933	91282761
TTC8	14	89290497	89344334
TTC9	14	71108504	71142077
TTC9B	19	40721967	40724306
TTC9C	11	62495584	62506105
TTF1	9	135250939	135282221
TTF2	1	117602949	117645489
TTK	6	80714359	80752237
TTL	2	113239743	113290218
TTLL1	22	43435524	43485434
TTLL10	1	1109286	1133313
TTLL11	9	124584205	124855885
TTLL12	22	43562629	43583107
TTLL13	15	90792764	90815443
TTLL2	6	167738574	167772990
TTLL3	3	9839343	9878039
TTLL4	2	219575568	219620136
TTLL5	14	76127621	76421421
TTLL6	17	46839594	46894469
TTLL7	1	84335059	84464833
TTLL8	22	50453553	50493055
TTLL9	20	30458505	30532764
TTN	2	179390720	179672150
TTPA	8	63973431	63998612
TTPAL	20	43104547	43123244
TTR	18	29171730	29178984
TTTY10	24	22627554	22681114
TTTY11	24	8651359	8685423
TTTY12	24	7672965	7678721
TTTY13	24	23745487	23756552
TTTY14	24	21094587	21239302
TTTY15	24	14774298	14804152
TTTY16	24	7567398	7569288
TTTY17A	24	26631479	26632608
TTTY17B	24	24997731	24998860
TTTY18	24	8551411	8551919
TTTY19	24	8572513	8573324
TTTY1B	24	6258442	6279605
TTTY2	24	9573895	9596084
TTTY20	24	9167490	9172441
TTTY21	24	6311475	6315116
TTTY22	24	9638762	9650854
TTTY23	24	9748407	9749571
TTTY3B	24	27874637	27879535
TTTY4C	24	25082602	25119430
TTTY5	24	24442946	24445023
TTTY6	24	23971701	24292978
TTTY6B	24	24585740	24587584
TTTY7	24	6317509	6325945
TTTY8	24	9528709	9531307
TTTY9B	24	20891768	20901083
TTYH1	19	54926635	54948052
TTYH2	17	72209696	72258155
TTYH3	7	2671603	2704427
TUB	11	8040791	8127653
TUBA1A	12	49578585	49582861
TUBA1B	12	49521568	49580616
TUBA1C	12	49621709	49667113
TUBA3C	13	19747920	19755936
TUBA3D	2	132233666	132240504
TUBA3E	2	130949321	130956034
TUBA4A	2	220115001	220119330
TUBA4B	2	220117965	220136910
TUBA8	22	18560686	18629275
TUBAL3	10	5435062	5446793
TUBB	6	30688157	30693193
TUBB1	20	57594309	57601707
TUBB2A	6	3153904	3157783
TUBB2B	6	3224496	3227968
TUBB2C	9	140135711	140138159
TUBB3	16	89985259	90002505
TUBB4	19	6494330	6502330
TUBB4Q	4	190903679	190906024
TUBB6	18	12308240	12329822
TUBB8	10	92828	95504
TUBBP5	9	141044565	141071884
TUBD1	17	57936851	57970296
TUBE1	6	112391861	112408751
TUBG1	17	40761358	40767254
TUBG2	17	40811266	40819023
TUBGCP2	10	135093138	135125841
TUBGCP3	13	113139328	113242481
TUBGCP4	15	43663313	43698238
TUBGCP5	15	22833395	22873889
TUBGCP6	22	50656118	50683400
TUFM	16	28853732	28857729
TUFT1	1	151512781	151556058
TUG1	22	31365634	31375377
TULP1	6	35465653	35480647
TULP2	19	49384222	49401996
TULP3	12	2986365	3050306
TULP4	6	158733692	158932854
TUSC1	9	25676394	25678856
TUSC2	3	50362341	50365668
TUSC3	8	15397730	15621993
TUSC5	17	1182957	1204281
TUT1	11	62342517	62359109
TWF1	12	44187528	44200178
TWF2	3	52262627	52273183
TWIST1	7	19155093	19157295
TWIST2	2	239756673	239832237
TWISTNB	7	19735085	19748660
TWSG1	18	9334765	9402417
TXK	4	48068412	48136273
TXLNA	1	32645345	32663885
TXLNB	6	139561199	139613208
TXLNG	23	16804560	16860296
TXN	9	113006310	113018833
TXN2	22	36863093	36877687
TXNDC11	16	11772943	11836648
TXNDC12	1	52485807	52521047
TXNDC15	5	134209460	134237323
TXNDC16	14	52897309	53019301
TXNDC17	17	6544222	6547860
TXNDC2	18	9885723	9888377
TXNDC3	7	37888199	37940000
TXNDC5	6	7881754	8064647
TXNDC6	3	137980279	138048728
TXNDC8	9	113065868	113100125
TXNDC9	2	99923088	99957165
TXNIP	1	145438462	145442626
TXNL1	18	54270055	54318502
TXNL4A	18	77732869	77793915
TXNL4B	16	72072001	72128215
TXNRD1	12	104606488	104744058
TXNRD2	22	19863040	19929359
TXNRD3IT1	3	126290623	126373945
TYK2	19	10461205	10491277
TYMP	22	50964184	50968514
TYMS	18	657604	673499
TYR	11	88911040	89028926
TYRO3	15	41851232	41871526
TYROBP	19	36395306	36399186
TYRP1	9	12693386	12710265
TYSND1	10	71897735	71906496
TYW1	7	66461817	66704496
TYW1B	7	72023729	72298813
TYW3	1	75198836	75232358
U2AF1	21	44513066	44527688
U2AF1L4	19	36233430	36236336
U2AF2	19	56165416	56186081
UACA	15	70946895	71055850
UAP1	1	162531296	162569632
UAP1L1	9	139971953	139978989
UBA1	23	47050199	47074526
UBA2	19	34919268	34960797
UBA3	3	69103882	69129524
UBA5	3	132373290	132398355
UBA52	19	18682614	18688269
UBA6	4	68481480	68566889
UBA7	3	49842639	49851391
UBAC1	9	138816546	138853226
UBAC2	13	99852679	100038751
UBAP1	9	34179011	34252520
UBAP2	9	33921691	34048947
UBAP2L	1	154192655	154243985
UBASH3A	21	43824019	43867772
UBASH3B	11	122526398	122685186
UBB	17	16284367	16286053
UBC	12	125396194	125399577
UBD	6	29523390	29527702
UBE2A	23	118708499	118718377
UBE2B	5	133706870	133727798
UBE2C	20	44441255	44445594
UBE2CBP	6	83602186	83775545
UBE2D1	10	60094739	60130509
UBE2D2	5	138940751	139008016
UBE2D3	4	103715547	103790032
UBE2D4	7	43966047	43993163
UBE2DNL	23	84189157	84189895
UBE2E1	3	23847439	23932802
UBE2E2	3	23244653	23632296
UBE2E3	2	181845112	181928150
UBE2F	2	238875700	238950676
UBE2G1	17	4172514	4269969
UBE2G2	21	46188956	46221738
UBE2H	7	129472995	129592789
UBE2I	16	1359180	1375390
UBE2J1	6	90036345	90062619
UBE2J2	1	1189294	1209234
UBE2K	4	39699664	39784408
UBE2L3	22	21921957	21978323
UBE2L6	11	57319129	57335453
UBE2M	19	59067080	59070343
UBE2MP1	16	34403802	34404762
UBE2N	12	93802090	93836026
UBE2NL	23	142967173	142968355
UBE2O	17	74385614	74449288
UBE2Q1	1	154521051	154531120
UBE2Q2	15	76135622	76193388
UBE2Q2P1	15	85070427	85114026
UBE2QL1	5	6448736	6492705
UBE2R2	9	33817182	33920399
UBE2S	19	55912650	55919325
UBE2T	1	202300786	202311094
UBE2U	1	64669490	64710027
UBE2V1	20	48697663	48732494
UBE2V2	8	48920995	48974452
UBE2W	8	74692332	74791110
UBE2Z	17	46985767	47006422
UBE3A	15	25582397	25684128
UBE3B	12	109915439	109974506
UBE3C	7	156931655	157062065
UBE4A	11	118230302	118269924
UBE4B	1	10093016	10241294
UBFD1	16	23568862	23585708
UBIAD1	1	11333255	11348490
UBL3	13	30338546	30424820
UBL4A	23	153712058	153714932
UBL4B	1	110655062	110656568
UBL5	19	9938568	9940797
UBL7	15	74738318	74753529
UBLCP1	5	158690089	158713048
UBN1	16	4896666	4932357
UBN2	7	138916231	138992981
UBOX5	20	3088220	3140540
UBP1	3	33429831	33481897
UBQLN1	9	86274879	86323168
UBQLN2	23	56590060	56593369
UBQLN3	11	5528530	5531153
UBQLN4	1	156005093	156023516
UBQLNL	11	5535624	5537956
UBR1	15	43235103	43398286
UBR2	6	42532058	42658909
UBR3	2	170684018	170940637
UBR4	1	19398604	19536746
UBR5	8	103265569	103424495
UBR7	14	93673401	93695555
UBTD1	10	99258768	99330960
UBTD2	5	171636650	171710795
UBTF	17	42282402	42298994
UBTFL1	11	89819118	89820298
UBXN1	11	62443973	62446545
UBXN10	1	20512578	20519941
UBXN11	1	26608773	26644756
UBXN2A	2	24150155	24223691
UBXN2B	8	59323823	59364059
UBXN4	2	136499189	136542632
UBXN6	19	4445261	4457790
UBXN7	3	196080371	196159345
UBXN8	8	30601690	30624518
UCA1	19	15939757	15946230
UCHL1	4	41258898	41270445
UCHL3	13	76123927	76180066
UCHL5	1	192984900	193029237
UCK1	9	134399184	134406662
UCK2	1	165796890	165877337
UCKL1	20	62571191	62587768
UCKL1AS	20	62584737	62588338
UCMA	10	13263771	13276328
UCN	2	27530265	27531130
UCN2	3	48599151	48601201
UCN3	10	5406976	5416169
UCP1	4	141481052	141489959
UCP2	11	73685716	73693889
UCP3	11	73711330	73720282
UEVLD	11	18553245	18610281
UFC1	1	161123534	161128645
UFD1L	22	19437464	19466738
UFM1	13	38923942	38937142
UFSP1	7	100486346	100487339
UFSP2	4	186320694	186347139
UGCG	9	114659206	114695431
UGDH	4	39500375	39529211
UGGT1	2	128848754	128953247
UGGT2	13	96453838	96705736
UGP2	2	64068098	64118695
UGT1A1	2	234668919	234681945
UGT1A10	2	234545123	234681949
UGT1A3	2	234637773	234681945
UGT1A4	2	234627438	234681945
UGT1A5	2	234621638	234681945
UGT1A6	2	234600321	234681949
UGT1A7	2	234590584	234681945
UGT1A8	2	234526291	234681945
UGT1A9	2	234580544	234681949
UGT2A1	4	70454136	70518967
UGT2A3	4	69794177	69817509
UGT2B10	4	69681713	69697739
UGT2B11	4	70066053	70080449
UGT2B15	4	69512316	69536374
UGT2B28	4	70146217	70160767
UGT2B4	4	70345884	70391732
UGT2B7	4	69962193	69978704
UGT3A1	5	35953210	36001127
UGT3A2	5	36035124	36066984
UGT8	4	115519611	115598202
UHMK1	1	162466964	162493844
UHRF1	19	4909510	4962164
UHRF1BP1	6	34759794	34853117
UHRF1BP1L	12	100430865	100536642
UHRF2	9	6413151	6507049
UIMC1	5	176332006	176433732
ULBP1	6	150285143	150294844
ULBP2	6	150263136	150270366
ULBP3	6	150383341	150390283
ULK1	12	132379279	132407706
ULK2	17	19674144	19771239
ULK3	15	75128459	75135552
ULK4	3	41288091	42003660
UMOD	16	20344374	20364037
UMODL1	21	43483068	43563105
UMPS	3	124449213	124464038
UNC119	17	26873725	26879646
UNC119B	12	121147831	121161442
UNC13A	19	17712138	17799401
UNC13B	9	35161989	35405331
UNC13C	15	54305101	54920805
UNC13D	17	73823310	73840851
UNC45A	15	91473410	91497322
UNC45B	17	33474836	33516363
UNC50	2	99225042	99234975
UNC5A	5	176237560	176307897
UNC5B	10	72972298	73062635
UNC5C	4	96089689	96470162
UNC5CL	6	40994772	41039015
UNC5D	8	35092975	35652180
UNC80	2	210636717	210864024
UNC93A	6	167704803	167729501
UNC93B1	11	67758575	67771593
UNCX	7	1272654	1276612
UNG	12	109535415	109548798
UNK	17	73780681	73821885
UNKL	16	1413206	1444207
UOX	1	84830648	84863576
UPB1	22	24863206	24932591
UPF0639	14	69951471	69995215
UPF1	19	18942744	18979038
UPF2	10	11962022	12085023
UPF3A	13	115047078	115071281
UPF3B	23	118967989	118986968
UPK1A	19	36157715	36169365
UPK1B	3	118892425	118923999
UPK2	11	118827026	118829268
UPK3A	22	45680889	45691754
UPK3B	7	76139745	76157197
UPK3BL	7	102178366	102283238
UPP1	7	48128355	48148329
UPP2	2	158851691	158992665
UPRT	23	74493961	74524432
UQCC	20	33890383	33999833
UQCR10	22	30163358	30166402
UQCR11	19	1597174	1605431
UQCRB	8	97239310	97247862
UQCRC1	3	48636432	48647098
UQCRC2	16	21964609	21994666
UQCRFS1	19	29698167	29704136
UQCRH	1	46769380	46782445
UQCRHL	1	16133657	16134194
UQCRQ	5	132202319	132204536
URB1	21	33683330	33765312
URB2	1	229761981	229795946
URGCP	7	43915503	43965996
URM1	9	131133598	131153015
UROC1	3	126200124	126236594
UROD	1	45477830	45481341
UROS	10	127477148	127511837
USE1	19	17326155	17330638
USF1	1	161009042	161015757
USF2	19	35759896	35770718
USH1C	11	17515443	17565963
USH1G	17	72912176	72919351
USH2A	1	215796236	216596738
USHBP1	19	17360849	17375544
USMG5	10	105148814	105156223
USO1	4	76649829	76735364
USP1	1	62901975	62917475
USP10	16	84733555	84813525
USP11	23	47092314	47107726
USP12	13	27642438	27746029
USP13	3	179370933	179507187
USP14	18	158483	213739
USP15	12	62654187	62799898
USP16	21	30396938	30426805
USP17	4	9360109	9364855
USP17L2	8	11994677	11996269
USP17L6P	4	9369600	9370794
USP18	22	18632758	18660160
USP19	3	49145484	49158213
USP2	11	119225926	119252436
USP20	9	132597696	132644107
USP21	1	161129254	161135515
USP22	17	20902908	20947073
USP24	1	55532039	55680762
USP25	21	17102496	17252377
USP26	23	132159054	132231135
USP27X	23	49644470	49647166
USP28	11	113668598	113746256
USP29	19	57631509	57643291
USP3	15	63796810	63883659
USP30	12	109460894	109525821
USP31	16	23072729	23160591
USP32	17	58254691	58469586
USP33	1	78161676	78225537
USP34	2	61414591	61697849
USP35	11	77899858	77925753
USP36	17	76791735	76836969
USP37	2	219314974	219433084
USP38	4	144106070	144143140
USP39	2	85829979	85876405
USP4	3	49314577	49377536
USP40	2	234384166	234475428
USP42	7	6144550	6201194
USP43	17	9548580	9633001
USP44	12	95910889	95945263
USP45	6	99880184	99963312
USP46	4	53457129	53525502
USP47	11	11862970	11980870
USP48	1	22004794	22109688
USP49	6	41765384	41863099
USP5	12	6961285	6975793
USP50	15	50792760	50838902
USP51	23	55512962	55515631
USP53	4	120133782	120216672
USP54	10	75257298	75351298
USP6	17	5019733	5078324
USP6NL	10	11502509	11653679
USP7	16	8985951	9057341
USP8	15	50716579	50793276
USP9X	23	40944888	41095830
USP9Y	24	14813160	14972768
USPL1	13	31191830	31233686
UST	6	149068271	149398125
UTF1	10	135043778	135045061
UTP11L	1	38478384	38490496
UTP14A	23	129040159	129063727
UTP14C	13	52586550	52607734
UTP15	5	72861598	72877794
UTP18	17	49337897	49375290
UTP20	12	101673905	101780397
UTP23	8	117778742	117786919
UTP3	4	71554196	71556267
UTP6	17	30190191	30228729
UTRN	6	144607490	145174168
UTS2	1	7903144	7973294
UTS2D	3	190984945	191048325
UTS2R	17	80332201	80333369
UTY	24	15346461	15592550
UVRAG	11	75526212	75855281
UXS1	2	106709760	106810795
UXT	23	47511196	47518560
VAC14	16	70721344	70835061
VAMP1	12	6571406	6579843
VAMP2	17	8062465	8066293
VAMP3	1	7831329	7841491
VAMP4	1	171669298	171711214
VAMP5	2	85811531	85820511
VAMP7	23	155110947	155173432
VAMP8	2	85804648	85809155
VANGL1	1	116184574	116240845
VANGL2	1	160370231	160398464
VAPA	18	9913955	9960017
VAPB	20	56964245	57021961
VARS	6	31745299	31763712
VARS2	6	30881982	30894233
VASH1	14	77228235	77249363
VASH2	1	213123887	213164925
VASN	16	4421849	4433529
VASP	19	46010688	46030238
VAT1	17	41166622	41174459
VAT1L	16	77822483	78014001
VAV1	19	6772722	6857371
VAV2	9	136627017	136857446
VAV3	1	108113782	108507545
VAX1	10	118888032	118897812
VAX2	2	71127720	71160573
VBP1	23	154444701	154468096
VCAM1	1	101185297	101204599
VCAN	5	82767493	82878122
VCL	10	75754951	75879912
VCP	9	35056065	35072739
VCPIP1	8	67542490	67579452
VCX	23	7810303	7812183
VCX2	23	8137986	8139308
VCX3A	23	6451660	6453159
VCX3B	23	8432871	8434550
VCY	24	16168102	16168837
VDAC1	5	133307607	133340824
VDAC2	10	76970563	76991204
VDAC3	8	42249346	42263413
VDR	12	48235322	48298814
VEGFA	6	43737953	43754221
VEGFB	11	64002266	64006258
VEGFC	4	177604691	177713895
VENTX	10	135051408	135055433
VENTXP1	23	26576454	26579168
VENTXP7	3	21447218	21448175
VEPH1	3	156978698	157221415
VEZF1	17	56048910	56065615
VEZT	12	95611522	95696566
VGF	7	100805791	100808852
VGLL1	23	135614311	135638965
VGLL2	6	117586721	117594727
VGLL3	3	86987125	87040257
VGLL4	3	11597544	11762220
VHL	3	10183319	10193744
VHLL	1	156268416	156269428
VIL1	2	219283838	219314246
VILL	3	38029530	38048675
VIM	10	17270258	17279592
VIP	6	153071933	153080898
VIPAR	14	77893018	77923944
VIPR1	3	42544104	42579065
VIPR2	7	158820867	158937649
VIT	2	36923914	37041929
VKORC1	16	31102176	31106276
VKORC1L1	7	65338257	65423532
VLDLR	9	2621793	2654485
VMA21	23	150565705	150577835
VMAC	19	5904852	5910261
VMO1	17	4688581	4689729
VN1R1	19	57966542	57967854
VN1R2	19	53761545	53762855
VN1R4	19	53770014	53770918
VN1R5	1	247419374	247420446
VNN1	6	133001998	133035194
VNN2	6	133065010	133084598
VNN3	6	133043929	133055904
VOPP1	7	55538307	55640200
VPRBP	3	51433298	51534001
VPREB1	22	22599200	22599926
VPREB3	22	24094934	24096630
VPS11	11	118938493	118952686
VPS13A	9	79792361	80032397
VPS13B	8	100025494	100889807
VPS13C	15	62144592	62352647
VPS13D	1	12290113	12572096
VPS16	20	2821373	2931390
VPS18	15	41186628	41196172
VPS24	2	86730554	86948245
VPS25	17	40925454	40931616
VPS26A	10	70883908	70932614
VPS26B	11	134094561	134117684
VPS28	8	145649000	145653927
VPS29	12	110929331	110939916
VPS33A	12	122692210	122751068
VPS33B	15	91541774	91565833
VPS35	16	46693591	46723144
VPS36	13	52986739	53024763
VPS37A	8	17104401	17155532
VPS37B	12	123349879	123380712
VPS37C	11	60897728	60928916
VPS37D	7	73082174	73086439
VPS39	15	42450900	42500502
VPS41	7	38763544	38948800
VPS45	1	150039342	150117504
VPS4A	16	69345287	69358945
VPS4B	18	61056427	61089752
VPS52	6	33218049	33239739
VPS53	17	414730	618096
VPS54	2	64119668	64246214
VPS72	1	151148934	151162640
VPS8	3	184529931	184770402
VRK1	14	97263684	97347950
VRK2	2	58134786	58387055
VRK3	19	50479724	50528805
VSIG1	23	107288200	107322413
VSIG10	12	118501400	118541810
VSIG10L	19	51834796	51845378
VSIG2	11	124617371	124622109
VSIG4	23	65241580	65259967
VSIG8	1	159824107	159832447
VSNL1	2	17721807	17837705
VSTM1	19	54544085	54567207
VSTM2A	7	54610019	54638187
VSTM2B	19	30017491	30055226
VSTM2L	20	36531499	36573745
VSX1	20	25052132	25062767
VSX2	14	74706175	74729434
VTA1	6	142468410	142542083
VTCN1	1	117686210	117753549
VTI1A	10	114206756	114578501
VTI1B	14	68117869	68141602
VTN	17	26694301	26697373
VTRNA1-1	5	140090861	140090958
VTRNA1-2	5	140098511	140098598
VTRNA1-3	5	140105744	140105831
VWA1	1	1370909	1376145
VWA2	10	115999018	116051737
VWA3A	16	22103863	22168280
VWA3B	2	98703595	98929408
VWA5A	11	123986111	124017616
VWA5B1	1	20617412	20681387
VWA5B2	3	183948317	183960116
VWC2	7	49813257	49952138
VWC2L	2	215276461	215440653
VWCE	11	61025759	61062788
VWDE	7	12370509	12443852
VWF	12	6058040	6233836
WAC	10	28821427	28909921
WAPAL	10	88195014	88281541
WARS	14	100800125	100842680
WARS2	1	119573841	119683295
WAS	23	48542186	48549815
WASF1	6	110421022	110501207
WASF2	1	27730735	27816669
WASF3	13	27131840	27263080
WASH2P	2	114341230	114356611
WASH3P	15	102501016	102516807
WASH5P	9	14511	29739
WASH7P	1	14363	29961
WASL	7	123322001	123389116
WBP1	2	74682199	74688010
WBP11	12	14939414	14956401
WBP11P1	18	30091626	30094596
WBP2	17	73841781	73851501
WBP2NL	22	42120334	42454460
WBP4	13	41635697	41658137
WBP5	23	102611380	102613395
WBSCR16	7	74456285	74489699
WBSCR17	7	70597789	71178583
WBSCR22	7	73097898	73119491
WBSCR26	7	73149399	73150330
WBSCR27	7	73248921	73256855
WBSCR28	7	73275489	73280223
WDFY1	2	224740066	224810052
WDFY2	13	52158484	52336170
WDFY3	4	85590697	85887544
WDFY4	10	49892921	50191000
WDHD1	14	55406942	55493807
WDR1	4	10075964	10118573
WDR11	10	122610695	122669035
WDR12	2	203745324	203776949
WDR13	23	48455895	48463574
WDR16	17	9479944	9546774
WDR17	4	176987132	177103985
WDR18	19	984328	994569
WDR19	4	39184024	39287429
WDR20	14	102606212	102690009
WDR24	16	734702	740400
WDR25	14	100842755	100996638
WDR26	1	224572847	224621732
WDR27	6	169857307	170102159
WDR3	1	118472372	118503049
WDR31	9	116077932	116102567
WDR33	2	128461808	128568745
WDR34	9	131395940	131419129
WDR35	2	20110031	20189884
WDR36	5	110427870	110466201
WDR37	10	1102344	1178237
WDR38	9	127615755	127620159
WDR4	21	44263206	44299699
WDR41	5	76728069	76788332
WDR43	2	29117533	29171080
WDR44	23	117480042	117583921
WDR45	23	48932092	48958059
WDR45L	17	80572440	80606411
WDR46	6	33246886	33256991
WDR47	1	109512840	109584850
WDR48	3	39093507	39138149
WDR49	3	167196473	167371728
WDR5	9	137001210	137025093
WDR52	3	113007011	113160340
WDR53	3	196281061	196295413
WDR54	2	74648885	74652881
WDR55	5	140044384	140050551
WDR59	16	74907471	75019017
WDR5B	3	122130700	122134882
WDR6	3	49044637	49053386
WDR60	7	158649269	158738882
WDR61	15	78575580	78591940
WDR62	19	36545783	36596012
WDR63	1	85527993	85598820
WDR64	1	241815580	241964957
WDR65	1	43638026	43676549
WDR66	12	122356480	122441830
WDR67	8	124084920	124164390
WDR69	2	228736327	228789026
WDR7	18	54318616	54697036
WDR70	5	37379412	37752772
WDR72	15	53805938	54051859
WDR73	15	85186012	85197524
WDR74	11	62600384	62609281
WDR75	2	190306159	190340264
WDR76	15	44119208	44159210
WDR77	1	111982513	111991830
WDR78	1	67278574	67390570
WDR8	1	3547332	3566671
WDR81	17	1619817	1641893
WDR82	3	52288438	52312659
WDR83	19	12777628	12786645
WDR85	9	140449361	140473387
WDR86	7	151078207	151107740
WDR87	19	38375472	38397317
WDR88	19	33622998	33666701
WDR89	14	64063758	64108591
WDR90	16	699363	717829
WDR91	7	134868590	134896316
WDR92	2	68350068	68384678
WDR93	15	90234028	90286868
WDSUB1	2	160092305	160143236
WDTC1	1	27561007	27635108
WDYHV1	8	124428965	124454260
WEE1	11	9595228	9611311
WEE2	7	141408153	141431071
WFDC1	16	84328401	84363446
WFDC10A	20	44258385	44259830
WFDC10B	20	44313291	44333658
WFDC11	20	44277203	44298878
WFDC12	20	43752067	43753106
WFDC13	20	44330655	44337454
WFDC2	20	44098394	44110171
WFDC3	20	44402847	44420547
WFDC5	20	43738093	43743803
WFDC6	20	44162836	44168134
WFDC8	20	44179792	44207965
WFDC9	20	44236579	44259907
WFIKKN1	16	679239	684116
WFIKKN2	17	48912011	48919707
WFS1	4	6271577	6304991
WHAMM	15	83477973	83503611
WHAMML1	15	23187731	23208357
WHAMML2	15	28982729	29024285
WHSC1	4	1873123	1983933
WHSC1L1	8	38132563	38239790
WHSC2	4	1984444	2010959
WIBG	12	56295197	56321697
WIF1	12	65444407	65515116
WIPF1	2	175424303	175547627
WIPF2	17	38375574	38438439
WIPF3	7	29874341	29945791
WIPI1	17	66417423	66453653
WIPI2	7	5229835	5273485
WISP1	8	134203312	134241569
WISP2	20	43343475	43356451
WISP3	6	112375278	112390885
WIT1	11	32457285	32468261
WIZ	19	15532319	15560762
WLS	1	68564152	68698253
WNK1	12	862225	1020617
WNK2	9	95947212	96082853
WNK3	23	54222855	54384438
WNK4	17	40932696	40949079
WNT1	12	49372236	49376395
WNT10A	2	219745255	219758651
WNT10B	12	49359124	49365543
WNT11	11	75897371	75921803
WNT16	7	120965421	120981157
WNT2	7	116916688	116963343
WNT2B	1	113010040	113063908
WNT3	17	44841687	44896082
WNT3A	1	228194752	228248961
WNT4	1	22443800	22470385
WNT5A	3	55499744	55521331
WNT5B	12	1683823	1756377
WNT6	2	219724546	219738954
WNT7A	3	13860082	13921618
WNT7B	22	46316248	46373008
WNT8A	5	137419581	137427199
WNT8B	10	102222812	102243397
WNT9A	1	228109165	228135676
WNT9B	17	44928968	44964096
WRAP53	17	7589389	7606819
WRB	21	40752213	40769814
WRN	8	30890778	31031276
WRNIP1	6	2765666	2785978
WSB1	17	25621106	25640645
WSB2	12	118470492	118498951
WSCD1	17	5972437	6027745
WSCD2	12	108523511	108644311
WT1	11	32409325	32457087
WTAP	6	160148129	160177349
WTIP	19	34972880	34992084
WWC1	5	167719065	167899306
WWC2	4	184020463	184241927
WWC3	23	9983795	10112517
WWOX	16	78133551	79246563
WWP1	8	87354994	87480176
WWP2	16	69796274	69975643
WWTR1	3	149238033	149421115
XAB2	19	7684412	7694439
XAF1	17	6658794	6678962
XAGE1D	23	52238818	52243951
XAGE2	23	52112078	52118820
XAGE3	23	52891560	52897119
XAGE5	23	52841228	52847322
XBP1	22	29190549	29196560
XCL1	1	168545856	168551315
XCL2	1	168510005	168513235
XCR1	3	46062292	46068979
XDH	2	31557188	31637611
XG	23	2670093	2734539
XIAP	23	122993662	123047821
XIRP1	3	39224707	39234077
XIRP2	2	167744997	168116259
XIST	23	73040495	73072588
XK	23	37545133	37591382
XKR3	22	17264313	17302584
XKR4	8	56015017	56438708
XKR5	8	6666043	6693037
XKR6	8	10753657	11058875
XKR7	20	30555805	30586255
XKR8	1	28286504	28294604
XKR9	8	71581600	71648176
XKRX	23	100168431	100183898
XKRY	24	20297335	20298913
XKRY2	24	19880862	19882440
XPA	9	100437192	100459691
XPC	3	14186650	14220172
XPNPEP1	10	111624524	111683202
XPNPEP2	23	128872946	128903525
XPNPEP3	22	41253094	41363888
XPO1	2	61705070	61765418
XPO4	13	21351469	21476913
XPO5	6	43490069	43543812
XPO6	16	28109316	28223190
XPO7	8	21777180	21864095
XPOT	12	64798233	64842461
XPR1	1	180601146	180859413
XRCC1	19	44047464	44079730
XRCC2	7	152343589	152373250
XRCC3	14	104163955	104181823
XRCC4	5	82373317	82649577
XRCC5	2	216974020	217071014
XRCC6	22	42017295	42060052
XRCC6BP1	12	58335445	58351051
XRN1	3	142025451	142166853
XRN2	20	21283942	21370463
XRRA1	11	74518784	74660232
XYLB	3	38388251	38456467
XYLT1	16	17196183	17564738
XYLT2	17	48423393	48438511
YAF2	12	42550909	42632050
YAP1	11	101981210	102104154
YARS	1	33240840	33283633
YARS2	12	32899479	32908874
YBX1	1	43148066	43168017
YBX2	17	7191571	7197876
YDJC	22	21982378	21984340
YEATS2	3	183415606	183530413
YEATS4	12	69753532	69784575
YES1	18	721594	812542
YIF1A	11	66052052	66056638
YIF1B	19	38794200	38806606
YIPF1	1	54317407	54355453
YIPF2	19	11033446	11039357
YIPF3	6	43479565	43484702
YIPF4	2	32502958	32531657
YIPF5	5	143537731	143550278
YIPF6	23	67718886	67752300
YIPF7	4	44624354	44653658
YJEFN3	19	19639720	19648393
YKT6	7	44240578	44253892
YLPM1	14	75230069	75304012
YME1L1	10	27399385	27443321
YOD1	1	207217194	207226325
YPEL1	22	22051828	22090071
YPEL2	17	57409053	57479095
YPEL3	16	30103636	30107537
YPEL4	11	57412561	57417417
YPEL5	2	30369750	30383398
YRDC	1	38268614	38273865
YSK4	2	135722273	135805038
YTHDC1	4	69176106	69215824
YTHDC2	5	112849410	112930979
